customer_id,split,region,acquisition_channel,membership_tier,tenure_months,orders,spend,avg_basket,discount_share,return_rate,support_tickets,days_since_order,email_engagement,satisfaction_score,lifetime_value,category_affinities,recent_timeline,profile_summary,lifecycle_stage,price_sensitivity,purchase_cadence,churn_risk,next_best_action,evidence
C-00001,train,Western Australia,search,none,14,13,1123.49,86.42,0.217,0.127,1,39,0.534,8.5,1415.6,apparel|jackets|hydration,2026-05-22~$98~apparel+hydration~discount:0.16~returned:0|2026-04-17~$93~apparel~discount:0.18~returned:0|2026-03-17~$95~hydration+apparel~discount:0.17~returned:0|2026-02-14~$95~apparel+jackets~discount:0.23~returned:0|2026-01-12~$75~apparel+packs~discount:0.15~returned:0|2025-12-10~$94~footwear+apparel~discount:0.25~returned:1,active frequent shopper; strongest interest in apparel; medium price sensitivity; low churn risk,active,medium,frequent,low,Free shipping threshold reminder,days_since_order:39|orders:13|discount_share:0.217|return_rate:0.127|top_category:apparel
C-00952,train,Victoria,search,gold,30,16,1833.81,114.61,0.111,0.019,2,17,0.703,9.1,2604.01,packs|recovery|apparel,2026-06-11~$108~apparel~discount:0.05~returned:0|2026-04-25~$132~packs~discount:0.14~returned:0|2026-03-12~$136~camp+packs~discount:0.18~returned:0|2026-01-25~$72~packs~discount:0.09~returned:0|2025-12-12~$138~packs~discount:0.11~returned:0|2025-10-28~$104~packs~discount:0.16~returned:0,active regular shopper; strongest interest in packs; low price sensitivity; low churn risk,active,low,regular,low,Loyalty upgrade with category cross-sell,days_since_order:17|orders:16|discount_share:0.111|return_rate:0.019|top_category:packs
C-00953,train,New South Wales,paid-social,none,23,11,1003.11,91.19,0.15,0.133,1,34,0.554,7.9,1354.2,jackets|recovery|footwear,2026-05-23~$75~packs~discount:0.25~returned:0|2026-03-21~$83~jackets~discount:0.22~returned:0|2026-01-09~$52~jackets~discount:0.22~returned:1|2025-11-07~$79~camp+jackets~discount:0.06~returned:0|2025-08-26~$95~recovery+jackets~discount:0.13~returned:0|2025-06-30~$96~jackets+apparel~discount:0.17~returned:0,active regular shopper; strongest interest in jackets; medium price sensitivity; low churn risk,active,medium,regular,low,Free shipping threshold reminder,days_since_order:34|orders:11|discount_share:0.15|return_rate:0.133|top_category:jackets
C-00954,train,Victoria,organic,silver,35,20,2700.52,135.03,0.178,0.124,3,19,0.686,7.5,3969.76,recovery|camp|hydration,2026-06-03~$129~recovery~discount:0.16~returned:0|2026-05-06~$147~recovery~discount:0.14~returned:0|2026-03-28~$198~camp+recovery~discount:0.21~returned:0|2026-02-18~$111~recovery~discount:0.17~returned:0|2026-01-12~$145~recovery~discount:0.25~returned:0|2025-12-13~$151~recovery~discount:0.18~returned:0,loyal regular shopper; strongest interest in recovery; medium price sensitivity; low churn risk,loyal,medium,regular,low,Loyalty upgrade with category cross-sell,days_since_order:19|orders:20|discount_share:0.178|return_rate:0.124|top_category:recovery
C-00955,train,New South Wales,organic,silver,31,22,3099.27,140.88,0.078,0.053,0,13,0.818,9,4431.96,camp|jackets|accessories,2026-06-11~$185~camp~discount:0.12~returned:0|2026-05-12~$131~camp~discount:0.14~returned:0|2026-04-12~$132~camp~discount:0.04~returned:0|2026-03-06~$176~camp+footwear~discount:0.13~returned:0|2026-02-04~$150~camp+accessories~discount:0.05~returned:0|2026-01-02~$81~camp~discount:0~returned:0,loyal regular shopper; strongest interest in camp; low price sensitivity; low churn risk,loyal,low,regular,low,Loyalty upgrade with category cross-sell,days_since_order:13|orders:22|discount_share:0.078|return_rate:0.053|top_category:camp
C-00956,train,South Australia,organic,bronze,2,3,229.75,76.58,0.359,0.07,1,18,0.836,7.1,261.92,footwear|jackets|accessories,2026-06-10~$59~hydration+footwear~discount:0.4~returned:0|2026-05-17~$90~footwear~discount:0.3~returned:0|2026-04-28~$80~jackets+accessories~discount:0.26~returned:0,new frequent shopper; strongest interest in footwear; high price sensitivity; low churn risk,new,high,frequent,low,Second-purchase education sequence,days_since_order:18|orders:3|discount_share:0.359|return_rate:0.07|top_category:footwear
C-00957,train,Tasmania,search,silver,25,14,1534,109.57,0.185,0.059,0,20,0.832,7.1,2101.58,recovery|apparel|hydration,2026-06-09~$68~recovery~discount:0.23~returned:0|2026-04-17~$112~recovery+apparel~discount:0.21~returned:0|2026-02-25~$131~hydration+recovery~discount:0.15~returned:0|2026-01-04~$142~recovery~discount:0.22~returned:1|2025-10-31~$65~jackets+recovery~discount:0.22~returned:0|2025-09-18~$118~recovery~discount:0.16~returned:0,active regular shopper; strongest interest in recovery; medium price sensitivity; low churn risk,active,medium,regular,low,Loyalty upgrade with category cross-sell,days_since_order:20|orders:14|discount_share:0.185|return_rate:0.059|top_category:recovery
C-00958,train,Tasmania,search,none,29,5,432.43,86.49,0.362,0.121,2,178,0.12,6.2,609.73,camp|accessories,2026-01-01~$90~accessories+camp~discount:0.28~returned:1|2025-08-24~$71~camp~discount:0.38~returned:0|2025-04-11~$75~camp~discount:0.46~returned:0|2024-12-07~$93~camp~discount:0.35~returned:0|2024-07-28~$104~accessories+camp~discount:0.42~returned:0,at-risk occasional shopper; strongest interest in camp; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:178|orders:5|discount_share:0.362|return_rate:0.121|top_category:camp
C-00959,validation,Tasmania,paid-social,silver,26,16,2070.66,129.42,0.047,0.08,1,19,0.726,8.3,2857.51,recovery|camp|jackets,2026-06-05~$138~camp~discount:0.02~returned:0|2026-04-23~$150~packs+recovery~discount:0.06~returned:0|2026-03-04~$106~recovery+jackets~discount:0.04~returned:0|2026-01-20~$147~recovery~discount:0.01~returned:0|2025-12-11~$122~recovery~discount:0.09~returned:0|2025-10-26~$152~packs+recovery+jackets~discount:0.08~returned:0,active regular shopper; strongest interest in recovery; low price sensitivity; low churn risk,active,low,regular,low,Loyalty upgrade with category cross-sell,days_since_order:19|orders:16|discount_share:0.047|return_rate:0.08|top_category:recovery
C-00960,test,Victoria,search,gold,19,17,2359.33,138.78,0.116,0.037,1,17,0.493,8,3090.72,jackets|accessories|recovery,2026-06-12~$110~packs+accessories~discount:0.11~returned:0|2026-05-08~$172~accessories+jackets~discount:0.15~returned:0|2026-04-01~$139~jackets+recovery~discount:0.07~returned:0|2026-03-01~$119~camp~discount:0.16~returned:0|2026-01-21~$141~jackets~discount:0.1~returned:0|2025-12-21~$149~jackets~discount:0.12~returned:0,active frequent shopper; strongest interest in jackets; low price sensitivity; low churn risk,active,low,frequent,low,Loyalty upgrade with category cross-sell,days_since_order:17|orders:17|discount_share:0.116|return_rate:0.037|top_category:jackets
C-00961,train,South Australia,search,silver,7,1,77.36,77.36,0.239,0.114,1,14,0.485,7.5,92.06,footwear,2025-12-01~$77~footwear~discount:0.32~returned:0,at-risk occasional shopper; strongest interest in footwear; medium price sensitivity; low churn risk,at-risk,medium,occasional,low,Second-purchase education sequence,days_since_order:14|orders:1|discount_share:0.239|return_rate:0.114|top_category:footwear
C-00962,train,Western Australia,organic,bronze,12,5,431.41,86.28,0.186,0.097,0,20,0.644,8.1,534.95,jackets|footwear|packs,2026-06-06~$114~footwear~discount:0.16~returned:0|2026-03-16~$74~apparel+jackets~discount:0.21~returned:0|2025-12-17~$83~jackets~discount:0.11~returned:0|2025-09-24~$95~packs+jackets~discount:0.2~returned:0|2025-07-03~$67~jackets~discount:0.19~returned:0,active regular shopper; strongest interest in jackets; medium price sensitivity; low churn risk,active,medium,regular,low,Second-purchase education sequence,days_since_order:20|orders:5|discount_share:0.186|return_rate:0.097|top_category:jackets
C-00963,train,Victoria,paid-social,silver,24,25,4419.7,176.79,0.106,0.054,1,10,0.877,10,6010.79,accessories|camp|apparel,2026-06-15~$111~camp~discount:0.06~returned:0|2026-05-21~$146~accessories~discount:0.05~returned:0|2026-04-19~$129~accessories~discount:0.05~returned:0|2026-03-18~$158~accessories~discount:0.12~returned:0|2026-02-22~$154~apparel~discount:0.11~returned:0|2026-01-26~$205~apparel+footwear~discount:0.16~returned:0,loyal frequent shopper; strongest interest in accessories; low price sensitivity; low churn risk,loyal,low,frequent,low,Early access and premium bundle,days_since_order:10|orders:25|discount_share:0.106|return_rate:0.054|top_category:accessories
C-00964,train,South Australia,paid-social,none,2,3,246.44,82.15,0.317,0.118,4,15,0.872,7.4,280.94,recovery|camp|accessories,2026-06-11~$75~recovery~discount:0.33~returned:0|2026-05-20~$87~camp~discount:0.31~returned:0|2026-04-27~$84~recovery+accessories~discount:0.26~returned:1,new frequent shopper; strongest interest in recovery; high price sensitivity; low churn risk,new,high,frequent,low,Second-purchase education sequence,days_since_order:15|orders:3|discount_share:0.317|return_rate:0.118|top_category:recovery
C-00965,train,Victoria,search,silver,2,5,391.73,78.35,0.16,0.096,0,24,0.719,7.1,446.57,accessories|camp,2026-05-29~$76~accessories~discount:0.23~returned:0|2026-05-28~$107~accessories~discount:0.12~returned:0|2026-05-17~$99~camp~discount:0.17~returned:0|2026-05-10~$55~accessories~discount:0.18~returned:0|2026-04-24~$54~accessories~discount:0.08~returned:0,new frequent shopper; strongest interest in accessories; medium price sensitivity; low churn risk,new,medium,frequent,low,Second-purchase education sequence,days_since_order:24|orders:5|discount_share:0.16|return_rate:0.096|top_category:accessories
C-00966,train,Victoria,organic,bronze,12,6,416.16,69.36,0.238,0.146,2,126,0.335,5.5,516.04,camp|packs|footwear,2026-02-23~$104~camp~discount:0.33~returned:0|2025-12-30~$58~footwear~discount:0.25~returned:0|2025-11-20~$75~packs+camp~discount:0.28~returned:1|2025-10-04~$56~camp~discount:0.25~returned:0|2025-08-20~$58~packs~discount:0.24~returned:0|2025-07-01~$65~camp~discount:0.2~returned:1,at-risk regular shopper; strongest interest in camp; medium price sensitivity; high churn risk,at-risk,medium,regular,high,Win-back offer with service recovery,days_since_order:126|orders:6|discount_share:0.238|return_rate:0.146|top_category:camp
C-00967,train,Western Australia,paid-social,silver,4,4,337.44,84.36,0.217,0.07,0,18,0.661,8.9,391.43,accessories|camp|footwear,2026-06-07~$73~accessories~discount:0.22~returned:0|2026-05-07~$100~accessories~discount:0.25~returned:0|2026-04-02~$86~camp+accessories+footwear~discount:0.27~returned:0|2026-02-25~$78~accessories~discount:0.14~returned:0,new frequent shopper; strongest interest in accessories; medium price sensitivity; low churn risk,new,medium,frequent,low,Second-purchase education sequence,days_since_order:18|orders:4|discount_share:0.217|return_rate:0.07|top_category:accessories
C-00968,train,South Australia,referral,silver,36,22,2844.51,129.3,0.129,0.093,2,28,0.788,7,4209.87,apparel|camp|packs,2026-06-01~$122~packs~discount:0.13~returned:0|2026-04-25~$123~footwear~discount:0.22~returned:0|2026-03-26~$166~apparel~discount:0.08~returned:0|2026-02-24~$141~camp+apparel~discount:0.09~returned:0|2026-01-22~$122~apparel~discount:0.12~returned:1|2025-12-23~$96~apparel~discount:0.12~returned:0,loyal regular shopper; strongest interest in apparel; low price sensitivity; low churn risk,loyal,low,regular,low,Loyalty upgrade with category cross-sell,days_since_order:28|orders:22|discount_share:0.129|return_rate:0.093|top_category:apparel
C-00969,validation,Queensland,organic,bronze,15,14,1290.53,92.18,0.132,0.185,2,35,0.574,8.1,1638.97,packs|hydration|camp,2026-05-19~$93~packs~discount:0.14~returned:0|2026-04-21~$94~hydration~discount:0.05~returned:0|2026-03-15~$100~packs~discount:0.11~returned:0|2026-02-11~$108~packs~discount:0.14~returned:0|2026-01-17~$94~packs+camp~discount:0.22~returned:0|2025-12-13~$58~packs~discount:0.15~returned:0,active frequent shopper; strongest interest in packs; medium price sensitivity; low churn risk,active,medium,frequent,low,Free shipping threshold reminder,days_since_order:35|orders:14|discount_share:0.132|return_rate:0.185|top_category:packs
C-00970,test,New South Wales,organic,silver,19,11,878.57,79.87,0.173,0.095,1,40,0.728,7.2,1150.93,jackets|packs|apparel,2026-05-16~$84~jackets~discount:0.19~returned:0|2026-03-25~$92~jackets~discount:0.12~returned:0|2026-02-03~$70~packs~discount:0.15~returned:0|2025-12-07~$94~apparel+jackets~discount:0.13~returned:0|2025-10-19~$72~jackets+hydration~discount:0.15~returned:0|2025-08-28~$53~jackets+apparel~discount:0.18~returned:0,at-risk regular shopper; strongest interest in jackets; medium price sensitivity; low churn risk,at-risk,medium,regular,low,Free shipping threshold reminder,days_since_order:40|orders:11|discount_share:0.173|return_rate:0.095|top_category:jackets
C-00971,train,Western Australia,paid-social,none,5,6,420.52,70.09,0.175,0.112,1,26,0.861,8.9,492.01,footwear|jackets|accessories,2026-06-02~$88~jackets+accessories~discount:0.14~returned:0|2026-05-09~$32~footwear~discount:0.22~returned:1|2026-04-11~$83~footwear~discount:0.15~returned:0|2026-03-19~$69~footwear~discount:0.21~returned:1|2026-02-23~$71~footwear~discount:0.14~returned:0|2026-01-31~$77~footwear~discount:0.07~returned:0,new frequent shopper; strongest interest in footwear; medium price sensitivity; low churn risk,new,medium,frequent,low,Second-purchase education sequence,days_since_order:26|orders:6|discount_share:0.175|return_rate:0.112|top_category:footwear
C-00972,train,New South Wales,search,silver,4,4,308.6,77.15,0.245,0.129,1,19,0.728,6.5,357.98,hydration|apparel,2026-06-10~$74~hydration~discount:0.27~returned:0|2026-05-08~$68~hydration~discount:0.17~returned:0|2026-03-31~$94~hydration+apparel~discount:0.28~returned:0|2026-02-28~$72~hydration~discount:0.18~returned:1,new frequent shopper; strongest interest in hydration; medium price sensitivity; low churn risk,new,medium,frequent,low,Second-purchase education sequence,days_since_order:19|orders:4|discount_share:0.245|return_rate:0.129|top_category:hydration
C-00973,train,Tasmania,organic,bronze,19,11,942.88,85.72,0.161,0.01,1,39,0.535,7.7,1235.17,apparel|accessories|camp,2026-05-16~$65~apparel~discount:0.17~returned:0|2026-03-28~$78~apparel~discount:0.15~returned:0|2026-02-05~$90~accessories~discount:0.18~returned:0|2025-12-14~$87~apparel~discount:0.21~returned:0|2025-10-21~$86~apparel~discount:0.15~returned:0|2025-08-23~$94~apparel~discount:0.25~returned:0,at-risk regular shopper; strongest interest in apparel; medium price sensitivity; low churn risk,at-risk,medium,regular,low,Free shipping threshold reminder,days_since_order:39|orders:11|discount_share:0.161|return_rate:0.01|top_category:apparel
C-00974,train,South Australia,paid-social,none,27,13,1110.21,85.4,0.271,0.081,0,38,0.536,7.1,1543.19,packs|footwear|accessories,2026-05-15~$115~packs~discount:0.17~returned:0|2026-03-27~$103~packs~discount:0.27~returned:0|2026-02-02~$65~packs~discount:0.3~returned:0|2025-12-05~$100~footwear+packs~discount:0.22~returned:0|2025-10-14~$90~packs~discount:0.21~returned:0|2025-08-15~$71~packs~discount:0.25~returned:0,active regular shopper; strongest interest in packs; high price sensitivity; low churn risk,active,high,regular,low,Free shipping threshold reminder,days_since_order:38|orders:13|discount_share:0.271|return_rate:0.081|top_category:packs
C-00975,train,Victoria,retail-store,silver,19,12,924.2,77.02,0.173,0.098,0,25,0.552,6.8,1210.7,apparel|jackets|accessories,2026-06-03~$85~apparel~discount:0.2~returned:0|2026-04-16~$87~jackets~discount:0.2~returned:1|2026-02-25~$115~apparel~discount:0.14~returned:0|2026-01-06~$63~apparel~discount:0.18~returned:0|2025-11-17~$65~apparel~discount:0.13~returned:0|2025-09-27~$77~apparel~discount:0.13~returned:0,active regular shopper; strongest interest in apparel; medium price sensitivity; low churn risk,active,medium,regular,low,Free shipping threshold reminder,days_since_order:25|orders:12|discount_share:0.173|return_rate:0.098|top_category:apparel
C-00976,train,New South Wales,search,silver,40,25,3815.24,152.61,0.064,0.035,1,12,0.865,8.8,5799.16,camp|footwear|jackets,2026-06-17~$182~camp+footwear+accessories~discount:0.02~returned:0|2026-05-19~$140~hydration+packs+recovery~discount:0.11~returned:0|2026-04-20~$150~apparel+camp~discount:0.07~returned:0|2026-03-23~$79~jackets+camp~discount:0.1~returned:0|2026-02-22~$132~camp~discount:0.13~returned:0|2026-01-25~$161~camp~discount:0.07~returned:0,loyal regular shopper; strongest interest in camp; low price sensitivity; low churn risk,loyal,low,regular,low,Early access and premium bundle,days_since_order:12|orders:25|discount_share:0.064|return_rate:0.035|top_category:camp
C-00977,train,South Australia,search,none,21,5,379.9,75.98,0.329,0.206,2,155,0.232,6.4,505.27,packs|camp|recovery,2026-01-24~$81~camp~discount:0.34~returned:0|2025-09-29~$88~packs~discount:0.36~returned:0|2025-05-31~$75~packs~discount:0.35~returned:0|2025-02-02~$77~packs~discount:0.36~returned:1|2024-10-06~$60~recovery~discount:0.33~returned:0,at-risk occasional shopper; strongest interest in packs; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:155|orders:5|discount_share:0.329|return_rate:0.206|top_category:packs
C-00978,train,Victoria,search,silver,28,13,1720.45,132.34,0.118,0.089,1,17,0.848,8.3,2408.63,hydration|footwear|camp,2026-06-09~$82~hydration+camp~discount:0.14~returned:1|2026-04-16~$113~hydration~discount:0.13~returned:0|2026-02-15~$157~hydration+recovery~discount:0.11~returned:0|2025-12-19~$115~accessories~discount:0.01~returned:0|2025-10-21~$101~hydration~discount:0.15~returned:0|2025-09-01~$147~footwear+hydration~discount:0.12~returned:0,active regular shopper; strongest interest in hydration; low price sensitivity; low churn risk,active,low,regular,low,Loyalty upgrade with category cross-sell,days_since_order:17|orders:13|discount_share:0.118|return_rate:0.089|top_category:hydration
C-00979,validation,Western Australia,referral,bronze,16,12,1038.26,86.52,0.24,0.073,3,37,0.674,8,1328.97,recovery|packs|accessories,2026-05-22~$87~accessories+apparel~discount:0.26~returned:0|2026-04-11~$65~camp~discount:0.16~returned:1|2026-03-03~$53~recovery~discount:0.3~returned:0|2026-01-20~$95~recovery~discount:0.25~returned:0|2025-12-13~$52~recovery~discount:0.22~returned:0|2025-11-03~$75~packs+accessories~discount:0.19~returned:0,active frequent shopper; strongest interest in recovery; medium price sensitivity; low churn risk,active,medium,frequent,low,Free shipping threshold reminder,days_since_order:37|orders:12|discount_share:0.24|return_rate:0.073|top_category:recovery
C-00980,test,Western Australia,retail-store,gold,39,26,4192.34,161.24,0.108,0.036,0,12,0.948,10,6330.43,accessories|camp|apparel,2026-06-09~$148~accessories~discount:0.13~returned:0|2026-05-19~$182~recovery+packs+accessories~discount:0.08~returned:0|2026-04-19~$192~accessories~discount:0.07~returned:0|2026-03-27~$226~accessories~discount:0.14~returned:0|2026-02-24~$183~accessories~discount:0.08~returned:0|2026-01-28~$150~accessories+packs~discount:0.03~returned:0,loyal regular shopper; strongest interest in accessories; low price sensitivity; low churn risk,loyal,low,regular,low,Early access and premium bundle,days_since_order:12|orders:26|discount_share:0.108|return_rate:0.036|top_category:accessories
C-00981,train,Victoria,referral,silver,40,23,2950.81,128.3,0.099,0.067,1,14,0.754,8.7,4485.23,camp|recovery|footwear,2026-06-08~$114~hydration+camp~discount:0.07~returned:1|2026-05-14~$140~camp~discount:0.01~returned:0|2026-04-10~$131~camp+accessories~discount:0.06~returned:0|2026-03-14~$168~recovery+camp+hydration~discount:0.12~returned:0|2026-02-07~$155~camp~discount:0.07~returned:0|2026-01-11~$86~packs+footwear~discount:0.03~returned:0,loyal regular shopper; strongest interest in camp; low price sensitivity; low churn risk,loyal,low,regular,low,Loyalty upgrade with category cross-sell,days_since_order:14|orders:23|discount_share:0.099|return_rate:0.067|top_category:camp
C-00982,train,South Australia,organic,silver,30,18,2446.84,135.94,0.057,0.127,0,16,0.622,8.7,3474.51,recovery|apparel|camp,2026-06-14~$125~apparel~discount:0.05~returned:0|2026-05-03~$135~recovery+jackets~discount:0.08~returned:0|2026-03-24~$174~recovery+packs+jackets~discount:0.02~returned:0|2026-02-09~$108~accessories+recovery~discount:0.06~returned:0|2026-01-02~$164~recovery~discount:0.02~returned:0|2025-11-24~$126~recovery~discount:0.01~returned:1,active regular shopper; strongest interest in recovery; low price sensitivity; low churn risk,active,low,regular,low,Loyalty upgrade with category cross-sell,days_since_order:16|orders:18|discount_share:0.057|return_rate:0.127|top_category:recovery
C-00983,train,Queensland,referral,none,26,13,1091.87,83.99,0.135,0.068,2,30,0.596,7.3,1506.78,hydration|accessories|camp,2026-05-29~$72~accessories~discount:0.28~returned:0|2026-04-02~$61~accessories~discount:0.21~returned:0|2026-02-03~$101~hydration+recovery~discount:0.16~returned:0|2025-12-10~$76~hydration~discount:0.08~returned:0|2025-10-19~$91~camp~discount:0.11~returned:0|2025-08-20~$106~hydration~discount:0.13~returned:0,active regular shopper; strongest interest in hydration; medium price sensitivity; low churn risk,active,medium,regular,low,Free shipping threshold reminder,days_since_order:30|orders:13|discount_share:0.135|return_rate:0.068|top_category:hydration
C-00984,train,Queensland,organic,gold,21,19,2682.71,141.2,0.126,0.021,2,19,0.775,8.9,3568,jackets|packs|apparel,2026-06-10~$93~jackets~discount:0.12~returned:0|2026-05-03~$113~camp~discount:0.11~returned:0|2026-04-01~$159~apparel+packs~discount:0.08~returned:0|2026-02-21~$92~jackets~discount:0.13~returned:0|2026-01-26~$102~jackets~discount:0.15~returned:0|2025-12-14~$158~jackets+apparel~discount:0.1~returned:0,loyal frequent shopper; strongest interest in jackets; low price sensitivity; low churn risk,loyal,low,frequent,low,Loyalty upgrade with category cross-sell,days_since_order:19|orders:19|discount_share:0.126|return_rate:0.021|top_category:jackets
C-00985,train,Western Australia,search,silver,22,6,467.86,77.98,0.339,0.157,4,90,0.113,6.1,626.93,jackets|footwear,2026-03-20~$104~jackets~discount:0.26~returned:0|2025-12-04~$66~footwear~discount:0.35~returned:0|2025-08-11~$86~jackets~discount:0.31~returned:0|2025-04-23~$50~jackets~discount:0.27~returned:0|2024-12-27~$90~jackets~discount:0.27~returned:0|2024-09-05~$72~jackets~discount:0.32~returned:0,at-risk occasional shopper; strongest interest in jackets; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:90|orders:6|discount_share:0.339|return_rate:0.157|top_category:jackets
C-00986,train,Victoria,paid-social,none,27,15,1288.85,85.92,0.192,0.076,2,39,0.541,8.3,1791.5,apparel|accessories|hydration,2026-05-16~$68~apparel~discount:0.19~returned:0|2026-04-04~$79~hydration~discount:0.13~returned:0|2026-02-14~$99~accessories~discount:0.23~returned:1|2025-12-27~$54~apparel~discount:0.12~returned:0|2025-11-09~$62~apparel~discount:0.25~returned:0|2025-09-23~$92~apparel~discount:0.08~returned:0,active regular shopper; strongest interest in apparel; medium price sensitivity; low churn risk,active,medium,regular,low,Free shipping threshold reminder,days_since_order:39|orders:15|discount_share:0.192|return_rate:0.076|top_category:apparel
C-00987,train,South Australia,search,bronze,32,10,790.06,79.01,0.221,0.154,1,110,0.183,5.4,1137.69,jackets|camp|packs,2026-03-10~$41~jackets~discount:0.18~returned:0|2026-01-04~$53~jackets~discount:0.26~returned:1|2025-10-29~$99~jackets+footwear~discount:0.17~returned:0|2025-08-25~$95~jackets~discount:0.17~returned:1|2025-06-19~$48~jackets~discount:0.28~returned:0|2025-04-11~$92~jackets+camp~discount:0.19~returned:1,at-risk occasional shopper; strongest interest in jackets; medium price sensitivity; high churn risk,at-risk,medium,occasional,high,Win-back offer with service recovery,days_since_order:110|orders:10|discount_share:0.221|return_rate:0.154|top_category:jackets
C-00988,train,Western Australia,paid-social,bronze,4,3,208.06,69.35,0.368,0.091,0,25,0.723,7,241.35,hydration|packs|camp,2026-06-01~$73~packs+hydration~discount:0.29~returned:0|2026-04-15~$70~hydration+camp~discount:0.34~returned:0|2026-02-28~$66~hydration~discount:0.39~returned:0,at-risk frequent shopper; strongest interest in hydration; high price sensitivity; low churn risk,at-risk,high,frequent,low,Second-purchase education sequence,days_since_order:25|orders:3|discount_share:0.368|return_rate:0.091|top_category:hydration
C-00989,validation,Queensland,retail-store,none,32,6,415.95,69.33,0.331,0.237,2,107,0.02,5.8,598.97,camp|hydration,2026-03-11~$70~camp~discount:0.24~returned:0|2025-11-13~$50~camp~discount:0.32~returned:0|2025-07-14~$73~camp~discount:0.33~returned:0|2025-03-24~$68~hydration~discount:0.33~returned:0|2024-11-24~$76~camp~discount:0.36~returned:0|2024-07-21~$79~camp~discount:0.3~returned:0,at-risk occasional shopper; strongest interest in camp; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:107|orders:6|discount_share:0.331|return_rate:0.237|top_category:camp
C-00990,test,Victoria,referral,silver,18,8,495.4,61.93,0.353,0.169,2,114,0.382,6.6,644.02,packs|accessories|footwear,2026-03-03~$52~packs~discount:0.31~returned:0|2025-12-30~$47~footwear~discount:0.34~returned:0|2025-11-05~$70~accessories~discount:0.26~returned:0|2025-09-05~$80~packs~discount:0.32~returned:0|2025-07-04~$52~packs~discount:0.37~returned:0|2025-05-05~$48~hydration+recovery~discount:0.28~returned:0,at-risk regular shopper; strongest interest in packs; high price sensitivity; high churn risk,at-risk,high,regular,high,Win-back offer with service recovery,days_since_order:114|orders:8|discount_share:0.353|return_rate:0.169|top_category:packs
C-00991,train,Tasmania,referral,silver,2,1,56.42,56.42,0.183,0.109,1,23,0.56,7.3,64.32,recovery|hydration,2026-04-26~$56~hydration+recovery~discount:0.13~returned:1,new regular shopper; strongest interest in recovery; medium price sensitivity; low churn risk,new,medium,regular,low,Second-purchase education sequence,days_since_order:23|orders:1|discount_share:0.183|return_rate:0.109|top_category:recovery
C-00992,train,Western Australia,search,none,11,13,1070.39,82.34,0.143,0.079,1,31,0.76,7.7,1316.58,accessories|packs|camp,2026-05-26~$77~accessories~discount:0.14~returned:0|2026-05-02~$102~accessories~discount:0.17~returned:0|2026-04-10~$86~accessories~discount:0.09~returned:0|2026-03-16~$112~apparel+accessories~discount:0.18~returned:0|2026-02-18~$70~packs~discount:0.19~returned:0|2026-01-22~$90~packs+accessories~discount:0.04~returned:0,at-risk frequent shopper; strongest interest in accessories; medium price sensitivity; low churn risk,at-risk,medium,frequent,low,Free shipping threshold reminder,days_since_order:31|orders:13|discount_share:0.143|return_rate:0.079|top_category:accessories
C-00993,train,New South Wales,referral,bronze,16,10,781.94,78.19,0.21,0.07,0,38,0.692,8.6,1000.88,apparel|jackets|packs,2026-05-20~$94~apparel~discount:0.31~returned:0|2026-04-01~$94~apparel+footwear~discount:0.18~returned:0|2026-02-11~$62~packs~discount:0.22~returned:0|2025-12-24~$85~jackets+apparel~discount:0.17~returned:0|2025-11-08~$74~apparel~discount:0.28~returned:0|2025-09-16~$104~apparel~discount:0.18~returned:0,active regular shopper; strongest interest in apparel; medium price sensitivity; low churn risk,active,medium,regular,low,Free shipping threshold reminder,days_since_order:38|orders:10|discount_share:0.21|return_rate:0.07|top_category:apparel
C-00994,train,Queensland,referral,gold,33,19,2351.86,123.78,0.124,0.082,0,19,0.654,8.2,3410.2,footwear|jackets|recovery,2026-06-09~$151~footwear+hydration~discount:0.18~returned:0|2026-05-01~$109~footwear~discount:0.11~returned:0|2026-03-22~$107~jackets+footwear~discount:0.16~returned:0|2026-02-16~$134~accessories+footwear~discount:0.06~returned:0|2026-01-10~$95~footwear~discount:0.11~returned:0|2025-11-25~$129~footwear+apparel~discount:0.1~returned:0,active regular shopper; strongest interest in footwear; low price sensitivity; low churn risk,active,low,regular,low,Loyalty upgrade with category cross-sell,days_since_order:19|orders:19|discount_share:0.124|return_rate:0.082|top_category:footwear
C-00995,train,Queensland,referral,none,23,6,478.59,79.77,0.301,0.183,2,93,0.176,5.9,646.1,camp|footwear|hydration,2026-03-24~$81~camp~discount:0.39~returned:0|2025-11-29~$71~camp~discount:0.3~returned:0|2025-08-01~$108~camp+footwear~discount:0.28~returned:0|2025-03-30~$87~camp+apparel~discount:0.31~returned:1|2024-12-06~$60~hydration~discount:0.25~returned:0|2024-08-08~$73~footwear~discount:0.24~returned:1,at-risk occasional shopper; strongest interest in camp; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:93|orders:6|discount_share:0.301|return_rate:0.183|top_category:camp
