order_id,customer_id,order_date,sales_channel,campaign,discount_rate,order_total,items,returned
O-0010110,C-00916,2025-10-11,online,trail-season,0.09,103.63,1,0
O-0010111,C-00916,2025-11-20,online,winter-layering,0.15,156.95,1,1
O-0010112,C-00916,2025-12-22,online,cart-recovery,0.08,203.1,5,0
O-0010113,C-00916,2026-02-01,online,trail-season,0.19,168.61,4,0
O-0010114,C-00916,2026-03-08,online,always-on,0.13,171.35,4,0
O-0010115,C-00916,2026-04-08,retail-store,cart-recovery,0.12,142.64,2,0
O-0010116,C-00916,2026-05-22,online,member-event,0.19,69.9,1,0
O-0010117,C-00916,2026-06-24,online,member-event,0.03,222.15,3,0
O-0010118,C-00917,2024-07-25,retail-store,cart-recovery,0.13,135.45,3,0
O-0010119,C-00917,2024-09-04,online,always-on,0.12,169.61,2,0
O-0010120,C-00917,2024-10-15,retail-store,winter-layering,0.21,122.31,2,0
O-0010121,C-00917,2024-11-25,online,always-on,0.17,163.7,1,0
O-0010122,C-00917,2025-01-03,online,member-event,0.11,65.39,1,0
O-0010123,C-00917,2025-02-12,online,trail-season,0.17,96.61,3,0
O-0010124,C-00917,2025-03-28,online,cart-recovery,0.17,169.75,3,0
O-0010125,C-00917,2025-04-29,online,winter-layering,0.15,111.45,2,0
O-0010126,C-00917,2025-06-15,retail-store,always-on,0.2,131.52,3,1
O-0010127,C-00917,2025-07-22,online,cart-recovery,0.13,211.41,5,0
O-0010128,C-00917,2025-08-28,retail-store,cart-recovery,0.12,130.54,2,0
O-0010129,C-00917,2025-10-05,retail-store,trail-season,0.19,93.59,1,0
O-0010130,C-00917,2025-11-23,online,always-on,0.1,193.02,4,0
O-0010131,C-00917,2026-01-02,online,trail-season,0.03,96.4,2,1
O-0010132,C-00917,2026-02-11,retail-store,winter-layering,0.19,145.76,2,0
O-0010133,C-00917,2026-03-22,online,always-on,0.18,119.97,2,0
O-0010134,C-00917,2026-05-02,online,trail-season,0.05,108.42,2,0
O-0010135,C-00917,2026-06-11,online,cart-recovery,0.16,130.11,2,0
O-0010136,C-00918,2025-10-02,online,winter-layering,0.15,50.99,1,0
O-0010137,C-00918,2025-12-03,online,always-on,0.26,73.83,3,0
O-0010138,C-00918,2026-01-25,online,winter-layering,0.21,48.02,1,0
O-0010139,C-00918,2026-04-03,online,member-event,0.24,60.33,1,0
O-0010140,C-00918,2026-06-06,retail-store,cart-recovery,0.26,63.31,1,0
O-0010141,C-00919,2024-07-29,retail-store,always-on,0.26,55.8,2,1
O-0010142,C-00919,2024-09-22,online,winter-layering,0.3,101.05,3,0
O-0010143,C-00919,2024-11-28,online,always-on,0.17,86.61,3,0
O-0010144,C-00919,2025-01-24,retail-store,always-on,0.31,75.85,1,0
O-0010145,C-00919,2025-03-27,online,always-on,0.13,68.09,1,0
O-0010146,C-00919,2025-05-30,online,trail-season,0.21,83.03,2,0
O-0010147,C-00919,2025-07-28,online,trail-season,0.21,90.99,3,0
O-0010148,C-00919,2025-09-26,online,cart-recovery,0.18,103.86,2,0
O-0010149,C-00919,2025-11-27,online,trail-season,0.31,86.3,3,0
O-0010150,C-00919,2026-01-26,online,winter-layering,0.22,90.81,3,0
O-0010151,C-00919,2026-03-26,retail-store,always-on,0.16,66.2,1,0
O-0010152,C-00919,2026-05-21,online,member-event,0.22,63.88,1,0
O-0010153,C-00920,2024-07-27,online,trail-season,0.25,98.32,1,1
O-0010154,C-00920,2025-02-05,online,trail-season,0.29,91.51,1,0
O-0010155,C-00920,2025-08-15,online,member-event,0.22,46.68,1,0
O-0010156,C-00920,2026-03-01,online,winter-layering,0.27,37.09,3,0
O-0010157,C-00921,2024-07-24,online,trail-season,0.17,165.97,3,0
O-0010158,C-00921,2024-08-19,online,always-on,0.04,207.23,3,0
O-0010159,C-00921,2024-08-31,online,cart-recovery,0.2,212.17,4,0
O-0010160,C-00921,2024-09-26,online,always-on,0.08,193.53,3,0
O-0010161,C-00921,2024-10-23,retail-store,always-on,0.19,172.64,2,0
O-0010162,C-00921,2024-11-17,online,cart-recovery,0.15,54.71,1,0
O-0010163,C-00921,2024-12-11,retail-store,winter-layering,0.19,240.41,5,0
O-0010164,C-00921,2025-01-02,online,winter-layering,0.21,132.89,1,0
O-0010165,C-00921,2025-01-20,online,member-event,0.18,189.06,3,0
O-0010166,C-00921,2025-02-13,online,winter-layering,0.17,138.74,3,0
O-0010167,C-00921,2025-03-08,online,member-event,0.21,149.38,2,0
O-0010168,C-00921,2025-03-29,online,member-event,0.1,127.48,3,0
O-0010169,C-00921,2025-04-23,online,trail-season,0.07,127.54,2,0
O-0010170,C-00921,2025-05-16,online,trail-season,0.11,131.85,3,0
O-0010171,C-00921,2025-06-07,online,cart-recovery,0.33,126.27,4,0
O-0010172,C-00921,2025-06-29,online,always-on,0.09,175.6,3,0
O-0010173,C-00921,2025-07-20,online,always-on,0.21,168.35,4,0
O-0010174,C-00921,2025-08-12,online,member-event,0.22,152.15,3,0
O-0010175,C-00921,2025-08-30,retail-store,cart-recovery,0.18,204.22,3,0
O-0010176,C-00921,2025-09-21,online,cart-recovery,0.16,160.24,2,0
O-0010177,C-00921,2025-10-13,online,cart-recovery,0.08,147.52,4,0
O-0010178,C-00921,2025-11-09,online,cart-recovery,0.15,137.4,2,0
O-0010179,C-00921,2025-12-03,online,always-on,0.23,181.24,4,0
O-0010180,C-00921,2025-12-26,online,trail-season,0.14,164.86,5,0
O-0010181,C-00921,2026-01-10,online,member-event,0.22,174.52,2,0
O-0010182,C-00921,2026-02-09,online,always-on,0.14,144.74,2,0
O-0010183,C-00921,2026-03-01,online,member-event,0.14,218.34,3,0
O-0010184,C-00921,2026-03-19,retail-store,winter-layering,0.15,33.52,1,0
O-0010185,C-00921,2026-04-17,online,cart-recovery,0.12,184.63,4,0
O-0010186,C-00921,2026-05-06,online,trail-season,0.19,199.62,5,0
O-0010187,C-00921,2026-05-24,online,always-on,0.18,166.25,4,0
O-0010188,C-00921,2026-06-22,online,trail-season,0.13,157.41,3,0
O-0010189,C-00922,2024-11-04,online,always-on,0.18,131.09,3,0
O-0010190,C-00922,2025-01-03,online,member-event,0.09,151.41,1,0
O-0010191,C-00922,2025-02-26,online,always-on,0.18,161.76,2,0
O-0010192,C-00922,2025-04-23,online,cart-recovery,0.06,106.81,1,0
O-0010193,C-00922,2025-06-19,online,member-event,0.16,158.41,3,0
O-0010194,C-00922,2025-08-09,online,always-on,0.12,155.35,2,0
O-0010195,C-00922,2025-10-16,online,trail-season,0.11,144.82,1,0
O-0010196,C-00922,2025-12-13,online,trail-season,0.1,140.52,3,0
O-0010197,C-00922,2026-02-09,online,trail-season,0.17,112.67,2,0
O-0010198,C-00922,2026-04-04,online,trail-season,0.1,102.89,2,1
O-0010199,C-00922,2026-06-02,online,cart-recovery,0.06,130.27,1,0
O-0010200,C-00923,2024-07-27,online,winter-layering,0.32,48.47,1,0
O-0010201,C-00923,2024-12-13,online,member-event,0.3,67.15,1,0
O-0010202,C-00923,2025-05-01,online,winter-layering,0.36,88,1,0
O-0010203,C-00923,2025-09-17,online,cart-recovery,0.31,69.44,2,0
O-0010204,C-00923,2026-02-02,online,trail-season,0.28,51.78,1,0
O-0010205,C-00924,2024-07-27,retail-store,always-on,0.1,130.57,4,0
O-0010206,C-00924,2024-09-14,online,cart-recovery,0.05,150.37,1,0
O-0010207,C-00924,2024-11-04,retail-store,trail-season,0.03,187.49,5,0
O-0010208,C-00924,2024-12-21,retail-store,member-event,0.06,117.93,1,0
O-0010209,C-00924,2025-02-06,online,always-on,0.1,99.89,2,0
O-0010210,C-00924,2025-03-29,retail-store,always-on,0.06,93.8,2,0
O-0010211,C-00924,2025-05-14,online,winter-layering,0.18,121.94,1,0
O-0010212,C-00924,2025-07-04,online,winter-layering,0.15,123.43,3,0
O-0010213,C-00924,2025-08-13,online,cart-recovery,0.06,136.26,1,0
O-0010214,C-00924,2025-10-10,online,trail-season,0.19,127.56,1,0
O-0010215,C-00924,2025-11-28,retail-store,always-on,0.03,153.75,4,0
O-0010216,C-00924,2026-01-13,retail-store,trail-season,0.05,90.91,2,0
O-0010217,C-00924,2026-03-01,online,winter-layering,0.03,181.49,1,1
O-0010218,C-00924,2026-04-23,online,trail-season,0.12,157.16,1,0
O-0010219,C-00924,2026-06-05,retail-store,trail-season,0.1,146.29,3,0
O-0010220,C-00925,2024-07-28,retail-store,trail-season,0.25,76.67,1,0
O-0010221,C-00925,2024-12-14,online,trail-season,0.24,69.23,2,0
O-0010222,C-00925,2025-04-26,online,member-event,0.29,78.02,1,0
O-0010223,C-00925,2025-09-16,retail-store,always-on,0.29,82.56,1,0
O-0010224,C-00925,2026-01-30,retail-store,cart-recovery,0.26,67.88,2,0
O-0010225,C-00926,2024-07-26,online,winter-layering,0.15,165.4,4,0
O-0010226,C-00926,2024-09-10,online,member-event,0.16,130.32,4,0
O-0010227,C-00926,2024-10-17,online,trail-season,0.22,118.6,1,0
O-0010228,C-00926,2024-12-01,online,winter-layering,0.12,164.47,3,0
O-0010229,C-00926,2025-01-15,online,winter-layering,0.2,99.86,2,0
O-0010230,C-00926,2025-02-24,online,winter-layering,0.13,158.75,4,0
O-0010231,C-00926,2025-04-08,retail-store,trail-season,0.19,84.12,1,0
O-0010232,C-00926,2025-05-21,online,member-event,0.12,189.76,3,1
O-0010233,C-00926,2025-07-05,online,trail-season,0.09,138.84,2,0
O-0010234,C-00926,2025-08-19,online,cart-recovery,0.04,136.8,2,0
O-0010235,C-00926,2025-09-27,retail-store,member-event,0.13,79.27,1,0
O-0010236,C-00926,2025-11-11,online,cart-recovery,0.07,169.41,3,1
O-0010237,C-00926,2025-12-25,online,member-event,0.08,90.49,1,0
O-0010238,C-00926,2026-02-05,online,cart-recovery,0.15,156.96,3,0
O-0010239,C-00926,2026-03-20,online,winter-layering,0.15,123.16,2,1
O-0010240,C-00926,2026-05-01,retail-store,always-on,0.15,92.15,1,0
O-0010241,C-00926,2026-06-12,online,cart-recovery,0.07,131.74,1,0
O-0010242,C-00927,2026-04-30,online,always-on,0.18,52.92,1,0
O-0010243,C-00927,2026-05-08,online,trail-season,0.26,91.28,2,0
O-0010244,C-00927,2026-05-17,online,winter-layering,0.34,63.67,1,0
O-0010245,C-00927,2026-05-30,online,winter-layering,0.27,72.78,2,0
O-0010246,C-00927,2026-06-04,online,winter-layering,0.33,71.6,1,0
O-0010247,C-00928,2025-03-02,online,always-on,0.14,77.45,1,0
O-0010248,C-00928,2025-04-12,online,winter-layering,0.09,111.22,2,0
O-0010249,C-00928,2025-05-20,online,cart-recovery,0.23,81.03,3,0
O-0010250,C-00928,2025-06-23,online,member-event,0.21,102.56,3,0
O-0010251,C-00928,2025-07-29,retail-store,winter-layering,0.2,88.01,2,0
O-0010252,C-00928,2025-09-08,online,winter-layering,0.11,76.87,1,0
O-0010253,C-00928,2025-10-13,retail-store,cart-recovery,0.11,80.27,2,0
O-0010254,C-00928,2025-11-22,online,trail-season,0.19,80.25,2,0
O-0010255,C-00928,2025-12-30,online,trail-season,0.15,67.29,2,0
O-0010256,C-00928,2026-02-04,online,trail-season,0.15,82.93,1,0
O-0010257,C-00928,2026-03-10,online,cart-recovery,0.14,58.01,1,0
O-0010258,C-00928,2026-04-20,online,winter-layering,0.2,70.94,1,0
O-0010259,C-00928,2026-05-28,online,cart-recovery,0.12,112.92,2,0
O-0010260,C-00929,2024-07-27,online,always-on,0.22,78.04,2,0
O-0010261,C-00929,2024-09-18,online,cart-recovery,0.22,76.42,1,0
O-0010262,C-00929,2024-11-12,online,winter-layering,0.23,69.61,1,0
O-0010263,C-00929,2025-01-09,online,cart-recovery,0.23,110.36,2,0
O-0010264,C-00929,2025-03-09,online,cart-recovery,0.16,84.31,3,0
O-0010265,C-00929,2025-04-30,online,always-on,0.24,70.74,1,0
O-0010266,C-00929,2025-06-29,online,cart-recovery,0.18,81.15,1,0
O-0010267,C-00929,2025-08-23,online,winter-layering,0.17,95.29,1,0
O-0010268,C-00929,2025-10-11,online,always-on,0.26,115.6,3,0
O-0010269,C-00929,2025-12-12,online,member-event,0.15,57.34,1,0
O-0010270,C-00929,2026-02-02,retail-store,always-on,0.19,68.52,2,0
O-0010271,C-00929,2026-04-05,online,always-on,0.26,124.43,1,0
O-0010272,C-00929,2026-05-30,online,member-event,0.19,103.76,3,0
O-0010273,C-00930,2024-09-06,retail-store,winter-layering,0.13,80.89,1,0
O-0010274,C-00930,2024-10-28,retail-store,trail-season,0.16,84.46,1,0
O-0010275,C-00930,2024-12-20,online,cart-recovery,0.1,76.37,3,0
O-0010276,C-00930,2025-02-11,retail-store,trail-season,0.09,87.28,3,0
O-0010277,C-00930,2025-04-03,retail-store,member-event,0.1,92.84,2,0
O-0010278,C-00930,2025-05-27,online,cart-recovery,0.11,110.25,3,0
O-0010279,C-00930,2025-07-22,retail-store,winter-layering,0.16,86.08,1,0
O-0010280,C-00930,2025-09-09,online,cart-recovery,0.15,61.99,1,0
O-0010281,C-00930,2025-11-04,online,winter-layering,0.13,77.3,2,0
O-0010282,C-00930,2025-12-27,retail-store,winter-layering,0.19,44.21,2,0
O-0010283,C-00930,2026-02-19,retail-store,trail-season,0.08,99.1,1,0
O-0010284,C-00930,2026-04-11,retail-store,always-on,0.16,72.86,2,0
O-0010285,C-00930,2026-06-03,online,winter-layering,0.14,71.94,1,0
O-0010286,C-00931,2024-12-03,online,trail-season,0.28,48.33,1,0
O-0010287,C-00931,2025-01-28,online,trail-season,0.25,68.22,1,0
O-0010288,C-00931,2025-03-20,online,always-on,0.24,60.13,3,0
O-0010289,C-00931,2025-05-14,online,trail-season,0.29,101.83,1,0
O-0010290,C-00931,2025-07-05,retail-store,trail-season,0.21,112.09,2,0
O-0010291,C-00931,2025-08-27,online,winter-layering,0.25,76.25,1,0
O-0010292,C-00931,2025-10-21,online,cart-recovery,0.23,93.92,3,0
O-0010293,C-00931,2025-12-14,online,trail-season,0.22,72.8,4,1
O-0010294,C-00931,2026-02-03,online,trail-season,0.29,71.62,1,0
O-0010295,C-00931,2026-03-30,online,always-on,0.27,103.84,1,0
O-0010296,C-00931,2026-05-24,online,always-on,0.26,83.59,1,0
O-0010297,C-00932,2024-10-06,online,trail-season,0.12,107.4,2,0
O-0010298,C-00932,2024-11-15,online,trail-season,0.19,114.93,3,0
O-0010299,C-00932,2024-12-26,online,member-event,0.17,65.33,1,1
O-0010300,C-00932,2025-02-05,online,winter-layering,0.23,72.2,1,0
O-0010301,C-00932,2025-03-15,retail-store,winter-layering,0.21,97.9,1,0
O-0010302,C-00932,2025-04-24,online,always-on,0.15,63.09,1,0
O-0010303,C-00932,2025-06-05,retail-store,member-event,0.14,85.34,1,0
O-0010304,C-00932,2025-07-16,online,member-event,0.16,108.07,1,0
O-0010305,C-00932,2025-08-22,retail-store,member-event,0.19,73.3,2,0
O-0010306,C-00932,2025-10-02,retail-store,trail-season,0.15,89.79,2,0
O-0010307,C-00932,2025-11-05,online,always-on,0.2,109.75,3,1
O-0010308,C-00932,2025-12-21,retail-store,winter-layering,0.2,86.51,1,0
O-0010309,C-00932,2026-02-01,online,trail-season,0.11,90.45,2,0
O-0010310,C-00932,2026-03-09,retail-store,trail-season,0.14,94.7,1,0
O-0010311,C-00932,2026-04-21,online,member-event,0.12,94.48,2,0
O-0010312,C-00932,2026-05-27,online,member-event,0.12,73.77,1,0
O-0010313,C-00933,2025-12-01,online,trail-season,0.28,70.89,2,0
O-0010314,C-00933,2026-06-12,online,member-event,0.21,68.04,1,1
O-0010315,C-00934,2024-07-28,retail-store,winter-layering,0.08,151.34,2,0
O-0010316,C-00934,2024-08-22,online,member-event,0.2,157.52,3,0
O-0010317,C-00934,2024-09-13,online,always-on,0.14,146.15,3,0
O-0010318,C-00934,2024-10-07,online,trail-season,0.07,169.62,2,0
O-0010319,C-00934,2024-11-06,online,trail-season,0.21,181.23,3,0
O-0010320,C-00934,2024-11-30,online,trail-season,0.12,152.3,3,0
O-0010321,C-00934,2024-12-21,retail-store,member-event,0.14,135.16,4,0
O-0010322,C-00934,2025-01-19,online,member-event,0.12,238.76,3,0
O-0010323,C-00934,2025-02-11,online,always-on,0.18,202.91,3,0
O-0010324,C-00934,2025-03-08,online,member-event,0.11,204.51,3,0
O-0010325,C-00934,2025-04-01,online,member-event,0.17,139.95,2,0
O-0010326,C-00934,2025-04-29,retail-store,cart-recovery,0.16,144.62,1,0
O-0010327,C-00934,2025-05-23,online,cart-recovery,0.14,154.5,3,0
O-0010328,C-00934,2025-06-18,online,cart-recovery,0.11,235.13,4,0
O-0010329,C-00934,2025-07-10,online,trail-season,0.11,124.15,5,0
O-0010330,C-00934,2025-08-07,online,trail-season,0.16,239.99,3,0
O-0010331,C-00934,2025-08-31,retail-store,trail-season,0.15,134.94,5,0
O-0010332,C-00934,2025-09-21,retail-store,member-event,0.14,205.04,5,0
O-0010333,C-00934,2025-10-12,online,cart-recovery,0.13,204.93,3,0
O-0010334,C-00934,2025-11-12,online,cart-recovery,0.13,172.44,2,0
O-0010335,C-00934,2025-12-06,online,member-event,0.21,165.28,3,0
O-0010336,C-00934,2025-12-29,online,member-event,0.18,89.51,3,0
O-0010337,C-00934,2026-01-26,retail-store,trail-season,0.2,210.79,4,0
O-0010338,C-00934,2026-02-17,online,trail-season,0.21,167.23,5,0
O-0010339,C-00934,2026-03-18,online,member-event,0.26,222.77,3,0
O-0010340,C-00934,2026-04-03,retail-store,winter-layering,0.14,114.5,3,0
O-0010341,C-00934,2026-05-02,online,always-on,0.28,134.68,4,0
O-0010342,C-00934,2026-05-26,retail-store,member-event,0.11,171.94,2,0
O-0010343,C-00934,2026-06-26,online,winter-layering,0.14,179.07,4,0
O-0010344,C-00935,2024-09-30,online,trail-season,0.36,85.06,3,0
O-0010345,C-00935,2025-02-18,retail-store,cart-recovery,0.34,63.51,1,1
O-0010346,C-00935,2025-07-07,online,trail-season,0.27,88.98,1,0
O-0010347,C-00935,2025-11-18,online,member-event,0.38,92.09,3,0
O-0010348,C-00935,2026-04-11,retail-store,always-on,0.36,64.34,1,0
O-0010349,C-00936,2024-07-26,online,member-event,0.26,76.52,1,0
O-0010350,C-00936,2024-10-21,online,member-event,0.22,103.41,1,0
O-0010351,C-00936,2025-01-08,online,trail-season,0.21,74.56,2,0
O-0010352,C-00936,2025-04-08,online,member-event,0.16,82.92,1,0
O-0010353,C-00936,2025-06-26,online,trail-season,0.3,78.08,3,0
O-0010354,C-00936,2025-09-25,online,cart-recovery,0.16,79.43,1,0
O-0010355,C-00936,2025-12-16,online,member-event,0.23,66.97,2,0
O-0010356,C-00936,2026-03-09,online,member-event,0.24,97.47,2,0
O-0010357,C-00937,2025-02-28,online,trail-season,0.19,103.59,2,0
O-0010358,C-00937,2025-04-13,online,trail-season,0.19,96.99,1,0
O-0010359,C-00937,2025-05-18,online,member-event,0.19,134.06,4,0
O-0010360,C-00937,2025-07-02,online,member-event,0.21,97.92,3,0
O-0010361,C-00937,2025-08-15,retail-store,trail-season,0.19,93.34,1,0
O-0010362,C-00937,2025-09-18,online,member-event,0.2,104.59,2,0
O-0010363,C-00937,2025-11-02,online,trail-season,0.12,74.5,2,1
O-0010364,C-00937,2025-12-14,online,always-on,0.23,102.94,5,0
O-0010365,C-00937,2026-01-22,online,winter-layering,0.09,89.42,2,0
O-0010366,C-00937,2026-02-26,online,winter-layering,0.2,80.1,1,0
O-0010367,C-00937,2026-04-12,online,cart-recovery,0.2,71.98,2,0
O-0010368,C-00937,2026-05-20,online,trail-season,0.24,55.89,1,0
O-0010369,C-00938,2026-04-22,retail-store,trail-season,0.23,39.99,1,0
O-0010370,C-00938,2026-06-05,retail-store,always-on,0.26,45.84,1,0
O-0010371,C-00939,2026-04-30,online,winter-layering,0.32,79.92,1,0
O-0010372,C-00939,2026-05-05,online,cart-recovery,0.31,39.33,1,0
O-0010373,C-00939,2026-05-02,retail-store,member-event,0.27,45.77,1,0
O-0010374,C-00939,2026-05-15,online,cart-recovery,0.32,63.61,1,0
O-0010375,C-00939,2026-05-17,retail-store,member-event,0.3,81.86,1,0
O-0010376,C-00939,2026-05-21,online,member-event,0.33,81.07,2,0
O-0010377,C-00939,2026-05-28,online,winter-layering,0.29,86.83,2,0
O-0010378,C-00939,2026-05-28,online,member-event,0.28,95.53,1,0
O-0010379,C-00940,2024-07-24,online,member-event,0.27,71.39,1,0
O-0010380,C-00940,2024-10-20,retail-store,winter-layering,0.39,70.16,2,0
O-0010381,C-00940,2025-01-17,online,winter-layering,0.35,84.62,1,0
O-0010382,C-00940,2025-04-10,online,trail-season,0.31,82.48,2,0
O-0010383,C-00940,2025-07-03,online,winter-layering,0.34,85.65,2,1
O-0010384,C-00940,2025-09-26,online,winter-layering,0.35,88.51,1,0
O-0010385,C-00940,2025-12-21,online,trail-season,0.35,80.94,1,0
O-0010386,C-00940,2026-03-17,online,trail-season,0.29,83.29,3,0
O-0010387,C-00941,2024-07-29,retail-store,cart-recovery,0.1,148,3,0
O-0010388,C-00941,2024-09-07,online,trail-season,0.1,139.89,3,0
O-0010389,C-00941,2024-10-17,online,winter-layering,0.1,133.9,1,0
O-0010390,C-00941,2024-11-27,online,member-event,0.09,102.75,4,0
O-0010391,C-00941,2025-01-05,retail-store,cart-recovery,0.02,60.07,3,0
O-0010392,C-00941,2025-02-14,retail-store,member-event,0.12,107.51,3,0
O-0010393,C-00941,2025-03-21,online,cart-recovery,0.1,157.24,2,0
O-0010394,C-00941,2025-05-06,online,always-on,0.08,177.27,3,0
O-0010395,C-00941,2025-06-15,retail-store,winter-layering,0.1,128.91,4,0
O-0010396,C-00941,2025-07-23,online,cart-recovery,0.06,103.09,2,0
O-0010397,C-00941,2025-09-04,retail-store,member-event,0,112.72,3,0
O-0010398,C-00941,2025-10-11,online,trail-season,0.04,153.99,3,0
O-0010399,C-00941,2025-11-19,online,trail-season,0.11,168.5,3,0
O-0010400,C-00941,2026-01-02,retail-store,trail-season,0.17,64.55,3,0
O-0010401,C-00941,2026-02-09,online,always-on,0.11,191.77,3,0
O-0010402,C-00941,2026-03-19,online,cart-recovery,0.07,106.21,2,0
O-0010403,C-00941,2026-04-29,online,winter-layering,0.07,114.03,2,0
O-0010404,C-00941,2026-06-10,online,winter-layering,0.11,139.82,1,0
O-0010405,C-00942,2025-02-03,online,always-on,0.26,59.26,2,0
O-0010406,C-00942,2025-03-13,online,trail-season,0.25,81.83,1,0
O-0010407,C-00942,2025-05-01,online,winter-layering,0.15,65.13,1,0
O-0010408,C-00942,2025-06-16,online,winter-layering,0.29,55.46,1,0
O-0010409,C-00942,2025-07-28,online,always-on,0.25,85.2,1,0
O-0010410,C-00942,2025-09-05,online,always-on,0.2,102.19,3,0
O-0010411,C-00942,2025-10-25,online,trail-season,0.4,95.97,2,0
O-0010412,C-00942,2025-12-05,retail-store,winter-layering,0.18,93.15,2,0
O-0010413,C-00942,2026-01-19,online,always-on,0.24,87.99,2,0
O-0010414,C-00942,2026-03-03,online,always-on,0.27,66.72,1,0
O-0010415,C-00942,2026-04-13,online,member-event,0.19,94.12,1,0
O-0010416,C-00942,2026-05-30,online,cart-recovery,0.3,105.26,2,0
O-0010417,C-00943,2024-07-29,online,member-event,0.15,173.42,3,0
O-0010418,C-00943,2024-09-09,online,cart-recovery,0.2,121.55,2,0
O-0010419,C-00943,2024-10-20,online,trail-season,0.12,188.52,4,0
O-0010420,C-00943,2024-12-04,online,winter-layering,0.27,117.33,2,0
O-0010421,C-00943,2025-01-12,online,winter-layering,0.15,112.36,3,0
O-0010422,C-00943,2025-02-28,online,winter-layering,0.11,132.21,3,1
O-0010423,C-00943,2025-04-12,online,member-event,0.3,124.35,3,1
O-0010424,C-00943,2025-05-22,online,winter-layering,0.26,103.86,1,0
O-0010425,C-00943,2025-07-03,online,winter-layering,0.13,132.39,2,0
O-0010426,C-00943,2025-08-15,online,always-on,0.23,113.52,1,0
O-0010427,C-00943,2025-09-26,retail-store,trail-season,0.17,168.42,4,0
O-0010428,C-00943,2025-11-11,online,winter-layering,0.15,104.07,1,0
O-0010429,C-00943,2025-12-22,online,trail-season,0.2,143.65,2,0
O-0010430,C-00943,2026-02-04,retail-store,member-event,0.18,126.67,2,0
O-0010431,C-00943,2026-03-22,retail-store,trail-season,0.09,88.06,3,0
O-0010432,C-00943,2026-05-04,online,cart-recovery,0.16,106.63,2,0
O-0010433,C-00943,2026-06-10,online,always-on,0.16,122.77,2,0
O-0010434,C-00944,2026-03-01,retail-store,cart-recovery,0.3,53.4,1,0
O-0010435,C-00944,2026-03-20,online,member-event,0.18,62.19,1,0
O-0010436,C-00944,2026-04-16,online,trail-season,0.25,79.44,3,0
O-0010437,C-00944,2026-05-09,online,always-on,0.25,76.98,1,0
O-0010438,C-00944,2026-05-26,online,always-on,0.14,64.7,1,0
O-0010439,C-00945,2024-07-29,online,always-on,0.35,81.21,1,0
O-0010440,C-00945,2024-11-23,retail-store,trail-season,0.35,56.95,2,0
O-0010441,C-00945,2025-03-19,online,member-event,0.41,87.14,2,0
O-0010442,C-00945,2025-07-22,online,trail-season,0.24,61.76,2,1
O-0010443,C-00945,2025-11-14,online,member-event,0.34,104.51,2,0
O-0010444,C-00945,2026-03-17,retail-store,cart-recovery,0.37,104.03,4,0
O-0010445,C-00946,2024-07-26,online,trail-season,0.06,81.6,2,0
O-0010446,C-00946,2024-09-12,online,trail-season,0.12,85.7,3,0
O-0010447,C-00946,2024-11-10,online,always-on,0.18,80.15,3,0
O-0010448,C-00946,2024-12-29,retail-store,cart-recovery,0.11,76.14,2,0
O-0010449,C-00946,2025-02-16,online,trail-season,0.1,102.44,2,0
O-0010450,C-00946,2025-04-11,retail-store,member-event,0.16,76.29,2,1
O-0010451,C-00946,2025-05-31,retail-store,always-on,0.06,56.92,2,0
O-0010452,C-00946,2025-07-21,online,cart-recovery,0.1,47.39,1,0
O-0010453,C-00946,2025-09-15,online,cart-recovery,0.12,106.29,2,0
O-0010454,C-00946,2025-11-05,online,always-on,0.1,90.82,1,0
O-0010455,C-00946,2025-12-27,online,winter-layering,0.02,102.73,1,0
O-0010456,C-00946,2026-02-17,online,cart-recovery,0.06,85.71,1,0
O-0010457,C-00946,2026-04-11,online,trail-season,0.08,71.09,1,1
O-0010458,C-00946,2026-05-27,retail-store,always-on,0.17,73.78,1,0
O-0010459,C-00947,2025-02-03,retail-store,trail-season,0.34,77.22,3,0
O-0010460,C-00947,2025-05-02,online,trail-season,0.35,92.74,1,0
O-0010461,C-00947,2025-08-08,retail-store,trail-season,0.26,74.37,2,0
O-0010462,C-00947,2025-11-07,retail-store,member-event,0.31,69,1,0
O-0010463,C-00947,2026-01-29,online,cart-recovery,0.31,62.42,1,0
O-0010464,C-00948,2025-09-03,online,cart-recovery,0.3,85.52,1,0
O-0010465,C-00948,2026-01-13,online,trail-season,0.2,113.8,1,0
O-0010466,C-00948,2026-05-30,retail-store,trail-season,0.31,73.38,1,0
O-0010467,C-00949,2025-04-05,retail-store,trail-season,0.18,73.75,2,0
O-0010468,C-00949,2025-05-06,retail-store,winter-layering,0.18,109.98,2,0
O-0010469,C-00949,2025-06-08,retail-store,cart-recovery,0.19,109.21,3,0
O-0010470,C-00949,2025-07-06,online,always-on,0.2,117.33,1,1
O-0010471,C-00949,2025-08-04,retail-store,member-event,0.26,68.02,1,0
O-0010472,C-00949,2025-09-12,online,cart-recovery,0.18,84.15,4,0
O-0010473,C-00949,2025-10-13,retail-store,member-event,0.19,83.98,2,0
O-0010474,C-00949,2025-11-10,online,cart-recovery,0.21,78.67,2,1
O-0010475,C-00949,2025-12-17,online,member-event,0.19,77.47,1,0
O-0010476,C-00949,2026-01-12,online,always-on,0.23,69.21,1,0
O-0010477,C-00949,2026-02-18,retail-store,trail-season,0.26,69.19,1,0
